/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:11:14.359539Z	    2 Connect	rdsadmin@localhost on  using TCP/IP
2023-06-19T12:24:00.021651Z	    2 Query	SELECT 1
2023-06-19T12:24:00.085993Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:24:00.202740Z	    2 Query	SELECT 1
2023-06-19T12:24:00.254031Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:24:00.302892Z	    2 Query	SELECT 1
2023-06-19T12:24:00.323866Z	    2 Query	SELECT version()
2023-06-19T12:24:00.329530Z	    2 Query	SELECT 1
2023-06-19T12:24:00.342958Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:24:00.351212Z	    2 Query	SELECT 1
2023-06-19T12:24:00.353464Z	    2 Query	SELECT version()
2023-06-19T12:24:00.362796Z	    2 Query	SELECT 1
2023-06-19T12:24:00.381215Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:24:04.353961Z	    2 Query	SELECT 1
2023-06-19T12:24:04.354508Z	    2 Query	SELECT 1
2023-06-19T12:24:04.355407Z	    2 Query	SELECT 1
2023-06-19T12:24:04.355924Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:24:04.356657Z	    2 Query	SELECT 1
2023-06-19T12:24:04.357106Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:24:04.388023Z	    2 Query	SELECT 1
2023-06-19T12:24:04.388580Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:24:19.353610Z	    2 Query	SELECT 1
2023-06-19T12:24:19.354179Z	    2 Query	SELECT 1
2023-06-19T12:24:19.355121Z	    2 Query	SELECT 1
2023-06-19T12:24:19.355674Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:24:19.356437Z	    2 Query	SELECT 1
2023-06-19T12:24:19.356907Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:24:19.388630Z	    2 Query	SELECT 1
2023-06-19T12:24:19.389182Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:24:34.354132Z	    2 Query	SELECT 1
2023-06-19T12:24:34.354686Z	    2 Query	SELECT 1
2023-06-19T12:24:34.355582Z	    2 Query	SELECT 1
2023-06-19T12:24:34.356106Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:24:34.356847Z	    2 Query	SELECT 1
2023-06-19T12:24:34.357296Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:24:34.387672Z	    2 Query	SELECT 1
2023-06-19T12:24:34.388233Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:24:49.353902Z	    2 Query	SELECT 1
2023-06-19T12:24:49.354459Z	    2 Query	SELECT 1
2023-06-19T12:24:49.355372Z	    2 Query	SELECT 1
2023-06-19T12:24:49.355907Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:24:49.356663Z	    2 Query	SELECT 1
2023-06-19T12:24:49.357178Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:24:49.388412Z	    2 Query	SELECT 1
2023-06-19T12:24:49.388988Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:25:00.028695Z	    2 Query	SELECT 1
2023-06-19T12:25:00.090192Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:25:00.251028Z	    2 Query	SELECT 1
2023-06-19T12:25:00.382897Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:25:00.495027Z	    2 Query	SELECT 1
2023-06-19T12:25:00.515508Z	    2 Query	SELECT version()
2023-06-19T12:25:00.518323Z	    2 Query	SELECT 1
2023-06-19T12:25:00.526939Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:25:00.539206Z	    2 Query	SELECT 1
2023-06-19T12:25:00.550911Z	    2 Query	SELECT version()
2023-06-19T12:25:00.561379Z	    2 Query	SELECT 1
2023-06-19T12:25:00.561982Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:25:00.565972Z	    2 Query	SELECT 1
2023-06-19T12:25:00.566463Z	    2 Query	SELECT @@session.transaction_read_only
2023-06-19T12:25:00.566742Z	    2 Query	flush logs
/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:25:04.354218Z	    2 Query	SELECT 1
2023-06-19T12:25:04.354858Z	    2 Query	SELECT 1
2023-06-19T12:25:04.355832Z	    2 Query	SELECT 1
2023-06-19T12:25:04.356396Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:25:04.357199Z	    2 Query	SELECT 1
2023-06-19T12:25:04.357657Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:25:04.389708Z	    2 Query	SELECT 1
2023-06-19T12:25:04.390280Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:25:19.353793Z	    2 Query	SELECT 1
2023-06-19T12:25:19.354339Z	    2 Query	SELECT 1
2023-06-19T12:25:19.355206Z	    2 Query	SELECT 1
2023-06-19T12:25:19.355724Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:25:19.356459Z	    2 Query	SELECT 1
2023-06-19T12:25:19.356910Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:25:19.388090Z	    2 Query	SELECT 1
2023-06-19T12:25:19.388608Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:25:26.245649Z	    4 Query	BEGIN
2023-06-19T12:25:26.245829Z	    4 Query	INSERT INTO mysql.rds_heartbeat2(id, value) values (1,1687177526201) ON DUPLICATE KEY UPDATE value = 1687177526201
2023-06-19T12:25:26.245847Z	    4 Query	COMMIT /* implicit, from Xid_log_event */
2023-06-19T12:25:34.353458Z	    2 Query	SELECT 1
2023-06-19T12:25:34.353970Z	    2 Query	SELECT 1
2023-06-19T12:25:34.354815Z	    2 Query	SELECT 1
2023-06-19T12:25:34.355357Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:25:34.356115Z	    2 Query	SELECT 1
2023-06-19T12:25:34.356556Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:25:34.386757Z	    2 Query	SELECT 1
2023-06-19T12:25:34.387364Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:25:49.354020Z	    2 Query	SELECT 1
2023-06-19T12:25:49.354541Z	    2 Query	SELECT 1
2023-06-19T12:25:49.355428Z	    2 Query	SELECT 1
2023-06-19T12:25:49.355944Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:25:49.356707Z	    2 Query	SELECT 1
2023-06-19T12:25:49.357155Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:25:49.387714Z	    2 Query	SELECT 1
2023-06-19T12:25:49.388272Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:26:00.021348Z	    2 Query	SELECT 1
2023-06-19T12:26:00.086974Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:26:00.203547Z	    2 Query	SELECT 1
2023-06-19T12:26:00.477867Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:26:00.480661Z	    2 Query	SELECT 1
2023-06-19T12:26:00.481277Z	    2 Query	SELECT version()
2023-06-19T12:26:00.482438Z	    2 Query	SELECT 1
2023-06-19T12:26:00.482959Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:26:00.484347Z	    2 Query	SELECT 1
2023-06-19T12:26:00.484908Z	    2 Query	SELECT version()
2023-06-19T12:26:00.485920Z	    2 Query	SELECT 1
2023-06-19T12:26:00.486390Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:26:04.353327Z	    2 Query	SELECT 1
2023-06-19T12:26:04.353843Z	    2 Query	SELECT 1
2023-06-19T12:26:04.354711Z	    2 Query	SELECT 1
2023-06-19T12:26:04.355254Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:26:04.356008Z	    2 Query	SELECT 1
2023-06-19T12:26:04.356449Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:26:04.387025Z	    2 Query	SELECT 1
2023-06-19T12:26:04.387564Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:26:19.353691Z	    2 Query	SELECT 1
2023-06-19T12:26:19.354253Z	    2 Query	SELECT 1
2023-06-19T12:26:19.355162Z	    2 Query	SELECT 1
2023-06-19T12:26:19.355699Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:26:19.356453Z	    2 Query	SELECT 1
2023-06-19T12:26:19.356909Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:26:19.393517Z	    2 Query	SELECT 1
2023-06-19T12:26:19.394053Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:26:34.354045Z	    2 Query	SELECT 1
2023-06-19T12:26:34.354760Z	    2 Query	SELECT 1
2023-06-19T12:26:34.355733Z	    2 Query	SELECT 1
2023-06-19T12:26:34.356292Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:26:34.357093Z	    2 Query	SELECT 1
2023-06-19T12:26:34.357589Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:26:34.392972Z	    2 Query	SELECT 1
2023-06-19T12:26:34.393460Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:26:49.353690Z	    2 Query	SELECT 1
2023-06-19T12:26:49.354218Z	    2 Query	SELECT 1
2023-06-19T12:26:49.355088Z	    2 Query	SELECT 1
2023-06-19T12:26:49.355613Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:26:49.356347Z	    2 Query	SELECT 1
2023-06-19T12:26:49.356796Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:26:49.391417Z	    2 Query	SELECT 1
2023-06-19T12:26:49.391910Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:27:00.018905Z	    2 Query	SELECT 1
2023-06-19T12:27:00.086913Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:27:00.208783Z	    2 Query	SELECT 1
2023-06-19T12:27:00.390939Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:27:00.395274Z	    2 Query	SELECT 1
2023-06-19T12:27:00.395902Z	    2 Query	SELECT version()
2023-06-19T12:27:00.406880Z	    2 Query	SELECT 1
2023-06-19T12:27:00.420892Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:27:00.422602Z	    2 Query	SELECT 1
2023-06-19T12:27:00.423226Z	    2 Query	SELECT version()
2023-06-19T12:27:00.425235Z	    2 Query	SELECT 1
2023-06-19T12:27:00.433399Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:27:04.353683Z	    2 Query	SELECT 1
2023-06-19T12:27:04.354218Z	    2 Query	SELECT 1
2023-06-19T12:27:04.355120Z	    2 Query	SELECT 1
2023-06-19T12:27:04.355642Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:27:04.356403Z	    2 Query	SELECT 1
2023-06-19T12:27:04.356880Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:27:04.391109Z	    2 Query	SELECT 1
2023-06-19T12:27:04.391618Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:27:04.576520Z	    2 Query	SELECT 1
2023-06-19T12:27:04.577087Z	    2 Query	select info from information_schema.processlist where user = 'rdsadmin' and host like 'localhost%'
2023-06-19T12:27:04.595749Z	    2 Query	SELECT 1
2023-06-19T12:27:04.596303Z	    2 Query	select count(*) from mysql.user WHERE concat(trim(user), '@', trim(host)) NOT IN ('rdsadmin@localhost') AND (Shutdown_priv = 'y' OR File_priv = 'y' OR Super_priv = 'y')
2023-06-19T12:27:04.597377Z	    2 Query	SELECT 1
2023-06-19T12:27:04.597843Z	    2 Query	select count(*) from information_schema.routines where ROUTINE_SCHEMA <> 'mysql' and DEFINER = 'rdsadmin@localhost'
2023-06-19T12:27:04.601992Z	    2 Query	SELECT 1
2023-06-19T12:27:04.602487Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'general_log_file'
and variable_value <> '/rdsdbdata/log/general/mysql-general.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:27:04.605178Z	    2 Query	SELECT 1
2023-06-19T12:27:04.605664Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'slow_query_log_file'
and variable_value <> '/rdsdbdata/log/slowquery/mysql-slowquery.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:27:04.607836Z	    2 Query	SELECT 1
2023-06-19T12:27:04.608317Z	    2 Query	select count(*) from information_schema.events where definer = 'rdsadmin@localhost' and (EVENT_SCHEMA <> 'mysql' or (EVENT_SCHEMA = 'mysql' and EVENT_NAME not in ('ev_rds_gsh_collector', 'ev_rds_gsh_table_rotation', 'ev_gsh_collector', 'ev_gsh_table_rotation')))
2023-06-19T12:27:04.634132Z	    2 Query	SELECT 1
2023-06-19T12:27:04.634669Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:27:04.637493Z	    2 Query	SELECT 1
2023-06-19T12:27:04.637959Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:27:19.353997Z	    2 Query	SELECT 1
2023-06-19T12:27:19.354517Z	    2 Query	SELECT 1
2023-06-19T12:27:19.355389Z	    2 Query	SELECT 1
2023-06-19T12:27:19.355895Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:27:19.356628Z	    2 Query	SELECT 1
2023-06-19T12:27:19.357068Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:27:19.391616Z	    2 Query	SELECT 1
2023-06-19T12:27:19.392146Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:27:34.353620Z	    2 Query	SELECT 1
2023-06-19T12:27:34.354213Z	    2 Query	SELECT 1
2023-06-19T12:27:34.355089Z	    2 Query	SELECT 1
2023-06-19T12:27:34.355610Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:27:34.356357Z	    2 Query	SELECT 1
2023-06-19T12:27:34.356819Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:27:34.391067Z	    2 Query	SELECT 1
2023-06-19T12:27:34.391573Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:27:49.353345Z	    2 Query	SELECT 1
2023-06-19T12:27:49.353914Z	    2 Query	SELECT 1
2023-06-19T12:27:49.354801Z	    2 Query	SELECT 1
2023-06-19T12:27:49.355387Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:27:49.356222Z	    2 Query	SELECT 1
2023-06-19T12:27:49.356682Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:27:49.392689Z	    2 Query	SELECT 1
2023-06-19T12:27:49.393239Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:28:00.096437Z	    2 Query	SELECT 1
2023-06-19T12:28:00.149062Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:28:00.238994Z	    2 Query	SELECT 1
2023-06-19T12:28:00.279013Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:28:00.319032Z	    2 Query	SELECT 1
2023-06-19T12:28:00.322247Z	    2 Query	SELECT version()
2023-06-19T12:28:00.334652Z	    2 Query	SELECT 1
2023-06-19T12:28:00.347010Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:28:00.402223Z	    2 Query	SELECT 1
2023-06-19T12:28:00.406311Z	    2 Query	SELECT version()
2023-06-19T12:28:00.409620Z	    2 Query	SELECT 1
2023-06-19T12:28:00.413279Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:28:04.354013Z	    2 Query	SELECT 1
2023-06-19T12:28:04.354554Z	    2 Query	SELECT 1
2023-06-19T12:28:04.355436Z	    2 Query	SELECT 1
2023-06-19T12:28:04.355966Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:28:04.356718Z	    2 Query	SELECT 1
2023-06-19T12:28:04.357162Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:28:04.379899Z	    8 Connect	rdsadmin@localhost on  using Socket
2023-06-19T12:28:04.379954Z	    8 Statistics	
2023-06-19T12:28:04.382389Z	    8 Quit	
2023-06-19T12:28:04.410374Z	    2 Query	SELECT 1
2023-06-19T12:28:04.411082Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:28:19.354191Z	    2 Query	SELECT 1
2023-06-19T12:28:19.354736Z	    2 Query	SELECT 1
2023-06-19T12:28:19.355633Z	    2 Query	SELECT 1
2023-06-19T12:28:19.356165Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:28:19.356912Z	    2 Query	SELECT 1
2023-06-19T12:28:19.357351Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:28:19.387799Z	    2 Query	SELECT 1
2023-06-19T12:28:19.388313Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:28:34.353313Z	    2 Query	SELECT 1
2023-06-19T12:28:34.353830Z	    2 Query	SELECT 1
2023-06-19T12:28:34.354675Z	    2 Query	SELECT 1
2023-06-19T12:28:34.355212Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:28:34.355966Z	    2 Query	SELECT 1
2023-06-19T12:28:34.356406Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:28:34.386639Z	    2 Query	SELECT 1
2023-06-19T12:28:34.387236Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:28:49.353710Z	    2 Query	SELECT 1
2023-06-19T12:28:49.354253Z	    2 Query	SELECT 1
2023-06-19T12:28:49.355143Z	    2 Query	SELECT 1
2023-06-19T12:28:49.355670Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:28:49.356440Z	    2 Query	SELECT 1
2023-06-19T12:28:49.356880Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:28:49.402614Z	    2 Query	SELECT 1
2023-06-19T12:28:49.403200Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:29:00.019804Z	    2 Query	SELECT 1
2023-06-19T12:29:00.078909Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:29:00.202977Z	    2 Query	SELECT 1
2023-06-19T12:29:00.253964Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:29:00.329472Z	    2 Query	SELECT 1
2023-06-19T12:29:00.345545Z	    2 Query	SELECT version()
2023-06-19T12:29:00.352432Z	    2 Query	SELECT 1
2023-06-19T12:29:00.361048Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:29:00.372609Z	    2 Query	SELECT 1
2023-06-19T12:29:00.381330Z	    2 Query	SELECT version()
2023-06-19T12:29:00.394434Z	    2 Query	SELECT 1
2023-06-19T12:29:00.416747Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:29:04.353383Z	    2 Query	SELECT 1
2023-06-19T12:29:04.353926Z	    2 Query	SELECT 1
2023-06-19T12:29:04.354769Z	    2 Query	SELECT 1
2023-06-19T12:29:04.355317Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:29:04.356063Z	    2 Query	SELECT 1
2023-06-19T12:29:04.356512Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:29:04.386967Z	    2 Query	SELECT 1
2023-06-19T12:29:04.387552Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:29:19.353292Z	    2 Query	SELECT 1
2023-06-19T12:29:19.353816Z	    2 Query	SELECT 1
2023-06-19T12:29:19.354661Z	    2 Query	SELECT 1
2023-06-19T12:29:19.355201Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:29:19.355955Z	    2 Query	SELECT 1
2023-06-19T12:29:19.356391Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:29:19.386469Z	    2 Query	SELECT 1
2023-06-19T12:29:19.387078Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:29:34.354036Z	    2 Query	SELECT 1
2023-06-19T12:29:34.354629Z	    2 Query	SELECT 1
2023-06-19T12:29:34.355552Z	    2 Query	SELECT 1
2023-06-19T12:29:34.356084Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:29:34.356839Z	    2 Query	SELECT 1
2023-06-19T12:29:34.357295Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:29:34.388745Z	    2 Query	SELECT 1
2023-06-19T12:29:34.389292Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:29:49.353785Z	    2 Query	SELECT 1
2023-06-19T12:29:49.354308Z	    2 Query	SELECT 1
2023-06-19T12:29:49.355183Z	    2 Query	SELECT 1
2023-06-19T12:29:49.355693Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:29:49.356452Z	    2 Query	SELECT 1
2023-06-19T12:29:49.356894Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:29:49.387045Z	    2 Query	SELECT 1
2023-06-19T12:29:49.387523Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:30:00.196151Z	    2 Query	SELECT 1
2023-06-19T12:30:00.255030Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:30:00.387109Z	    2 Query	SELECT 1
2023-06-19T12:30:00.574852Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:30:00.800732Z	    2 Query	SELECT 1
2023-06-19T12:30:00.912716Z	    2 Query	SELECT version()
2023-06-19T12:30:00.985889Z	    2 Query	SELECT 1
2023-06-19T12:30:01.049435Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:30:01.167515Z	    2 Query	SELECT 1
2023-06-19T12:30:01.242948Z	    2 Query	SELECT @@session.transaction_read_only
2023-06-19T12:30:01.315602Z	    2 Query	flush logs
/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:30:01.732102Z	    2 Query	SELECT 1
2023-06-19T12:30:01.760878Z	    2 Query	SELECT version()
2023-06-19T12:30:01.791057Z	    2 Query	SELECT 1
2023-06-19T12:30:01.818074Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:30:04.353935Z	    2 Query	SELECT 1
2023-06-19T12:30:04.366075Z	    2 Query	SELECT 1
2023-06-19T12:30:04.367195Z	    2 Query	SELECT 1
2023-06-19T12:30:04.367739Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:30:04.368493Z	    2 Query	SELECT 1
2023-06-19T12:30:04.368962Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:30:04.412767Z	    2 Query	SELECT 1
2023-06-19T12:30:04.422907Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:30:19.353629Z	    2 Query	SELECT 1
2023-06-19T12:30:19.354147Z	    2 Query	SELECT 1
2023-06-19T12:30:19.355039Z	    2 Query	SELECT 1
